044647717,TP07,02/12/2014
044655940,TP02,08/12/2014
044655941,TP02,08/12/2014
044655944,TP02,08/12/2014
044655946,TP02,08/12/2014
044655951,TP02,08/12/2014
044655952,TP02,08/12/2014
044655953,TP02,08/12/2014
044655955,TP02,08/12/2014
044655958,TP02,08/12/2014
044655959,TP02,08/12/2014
044655960,TP02,08/12/2014
044655964,TP02,08/12/2014
044655966,TP02,08/12/2014
044655967,TP02,08/12/2014
044655969,TP02,08/12/2014
044655971,TP02,08/12/2014
044655972,TP02,08/12/2014
044655973,TP02,08/12/2014
044655978,TP02,08/12/2014
044655980,TP02,08/12/2014
044655981,TP02,08/12/2014
044655982,TP02,08/12/2014
044655986,TP02,08/12/2014
044655987,TP02,08/12/2014
044655989,TP02,08/12/2014
044655990,TP02,08/12/2014
044655993,TP02,08/12/2014
044655995,TP02,08/12/2014
044655996,TP02,08/12/2014
044655997,TP02,08/12/2014
044656001,TP02,08/12/2014
044656003,TP02,08/12/2014
044656006,TP02,08/12/2014
044656007,TP02,08/12/2014
044656013,TP02,08/12/2014
044656014,TP02,08/12/2014
044656016,TP02,08/12/2014
044656017,TP02,08/12/2014
044656022,TP02,08/12/2014
044656024,TP02,08/12/2014
044656025,TP02,08/12/2014
044656027,TP02,08/12/2014
044656032,TP02,08/12/2014
044656034,TP02,08/12/2014
044656035,TP02,08/12/2014
044656036,TP02,08/12/2014
044656040,TP02,08/12/2014
044656042,TP02,08/12/2014
044656043,TP02,08/12/2014
044656044,TP02,08/12/2014
044656046,TP02,08/12/2014
044656050,TP02,08/12/2014
044656052,TP02,08/12/2014
044656054,TP02,08/12/2014
044656055,TP02,08/12/2014
044656061,TP02,08/12/2014
044656062,TP02,08/12/2014
044656063,TP02,08/12/2014
044656068,TP02,08/12/2014
044656070,TP02,08/12/2014
044656073,TP02,08/12/2014
044656075,TP02,08/12/2014
044656076,TP02,08/12/2014
044656082,TP02,08/12/2014
044656083,TP02,08/12/2014
044656085,TP02,08/12/2014
044656086,TP02,08/12/2014
044656090,TP02,08/12/2014
044656093,TP02,08/12/2014
044656094,TP02,08/12/2014
044656095,TP02,08/12/2014
044656099,TP02,08/12/2014
044656102,TP02,08/12/2014
044656103,TP02,08/12/2014
044656104,TP02,08/12/2014
044656110,TP02,08/12/2014
044656111,TP02,08/12/2014
044656116,TP02,08/12/2014
044656117,TP02,08/12/2014
044656118,TP02,08/12/2014
044656120,TP02,08/12/2014
044656125,TP02,08/12/2014
044656127,TP02,08/12/2014
044656129,TP02,08/12/2014
044656130,TP02,08/12/2014
044656136,TP02,08/12/2014
044656139,TP02,08/12/2014
044656140,TP02,08/12/2014
044656143,TP02,08/12/2014
044656145,TP02,08/12/2014
044656147,TP02,08/12/2014
044656148,TP02,08/12/2014
044656153,TP02,08/12/2014
044656157,TP02,08/12/2014
044656158,TP02,08/12/2014
044656160,TP02,08/12/2014
044656165,TP02,08/12/2014
044656166,TP02,08/12/2014
044656168,TP02,08/12/2014
044656169,TP02,08/12/2014
044656174,TP02,08/12/2014
044656175,TP02,08/12/2014
044656177,TP02,08/12/2014
044656178,TP02,08/12/2014
044656180,TP02,08/12/2014
044656182,TP02,08/12/2014
044656185,TP02,08/12/2014
044656187,TP02,08/12/2014
044656188,TP02,08/12/2014
044656193,TP02,08/12/2014
044656194,TP02,08/12/2014
044656195,TP02,08/12/2014
044656196,TP02,08/12/2014
044656200,TP02,08/12/2014
044656203,TP02,08/12/2014
044656204,TP02,08/12/2014
044656205,TP02,08/12/2014
044656208,TP02,08/12/2014
044656211,TP02,08/12/2014
044656212,TP02,08/12/2014
044656213,TP02,08/12/2014
044656215,TP02,08/12/2014
044656218,TP02,08/12/2014
044656220,TP02,08/12/2014
044656221,TP02,08/12/2014
044656222,TP02,08/12/2014
044656224,TP02,08/12/2014
044656227,TP02,08/12/2014
044656228,TP02,08/12/2014
044656230,TP02,08/12/2014
044656231,TP02,08/12/2014
044656236,TP02,08/12/2014
044656237,TP02,08/12/2014
044656238,TP02,08/12/2014
044656239,TP02,08/12/2014
044656243,TP02,08/12/2014
044656244,TP02,08/12/2014
044656245,TP02,08/12/2014
044656246,TP02,08/12/2014
044656251,TP02,08/12/2014
044656252,TP02,08/12/2014
044656253,TP02,08/12/2014
044656255,TP02,08/12/2014
044656258,TP02,08/12/2014
044656259,TP02,08/12/2014
044656260,TP02,08/12/2014
044656265,TP02,08/12/2014
044656266,TP02,08/12/2014
044656267,TP02,08/12/2014
044656269,TP02,08/12/2014
044656272,TP02,08/12/2014
044656273,TP02,08/12/2014
044656276,TP02,08/12/2014
044656278,TP02,08/12/2014
044656280,TP02,08/12/2014
044656281,TP02,08/12/2014
044656283,TP02,08/12/2014
044656285,TP02,08/12/2014
044656289,TP02,08/12/2014
044656290,TP02,08/12/2014
044656291,TP02,08/12/2014
044656294,TP02,08/12/2014
044656295,TP02,08/12/2014
044656296,TP02,08/12/2014
044656297,TP02,08/12/2014
044656302,TP02,08/12/2014
044656303,TP02,08/12/2014
044656306,TP02,08/12/2014
044656307,TP02,08/12/2014
044656309,TP02,08/12/2014
044656311,TP02,08/12/2014
044656312,TP02,08/12/2014
044656313,TP02,08/12/2014
044656316,TP02,08/12/2014
044656319,TP02,08/12/2014
044656321,TP02,08/12/2014
044656322,TP02,08/12/2014
044656324,TP02,08/12/2014
044656326,TP02,08/12/2014
044656327,TP02,08/12/2014
044656331,TP02,08/12/2014
044656332,TP02,08/12/2014
044656335,TP02,08/12/2014
044656337,TP02,08/12/2014
044656339,TP02,08/12/2014
044656340,TP02,08/12/2014
044656344,TP02,08/12/2014
044656346,TP02,08/12/2014
044656347,TP02,08/12/2014
044656349,TP02,08/12/2014
044656353,TP02,08/12/2014
044656354,TP02,08/12/2014
044656355,TP02,08/12/2014
044656358,TP02,08/12/2014
044656360,TP02,08/12/2014
044656362,TP02,08/12/2014
044656363,TP02,08/12/2014
044656366,TP02,08/12/2014
044656368,TP02,08/12/2014
044656369,TP02,08/12/2014
044656372,TP02,08/12/2014
044656373,TP02,08/12/2014
044656376,TP02,08/12/2014
044656377,TP02,08/12/2014
044656378,TP02,08/12/2014
044656379,TP02,08/12/2014
044656383,TP02,08/12/2014
044656384,TP02,08/12/2014
044656386,TP02,08/12/2014
044656387,TP02,08/12/2014
044656391,TP02,08/12/2014
044656392,TP02,08/12/2014
044656393,TP02,08/12/2014
044656396,TP02,08/12/2014
044656397,TP02,08/12/2014
044656399,TP02,08/12/2014
044656401,TP02,08/12/2014
044656404,TP02,08/12/2014
044656405,TP02,08/12/2014
044656406,TP02,08/12/2014
044656409,TP02,08/12/2014
044656410,TP02,08/12/2014
044656413,TP02,08/12/2014
044656414,TP02,08/12/2014
044656418,TP02,08/12/2014
044656419,TP02,08/12/2014
044656421,TP02,08/12/2014
044656422,TP02,08/12/2014
044656426,TP02,08/12/2014
044656427,TP02,08/12/2014
044656428,TP02,08/12/2014
044656433,TP02,08/12/2014
044656434,TP02,08/12/2014
044656436,TP02,08/12/2014
044656437,TP02,08/12/2014
044656439,TP02,08/12/2014
044656441,TP02,08/12/2014
044656444,TP02,08/12/2014
044656445,TP02,08/12/2014
044656448,TP02,08/12/2014
044656449,TP02,08/12/2014
044656450,TP02,08/12/2014
044656452,TP02,08/12/2014
044656455,TP02,08/12/2014
044656456,TP02,08/12/2014
044656458,TP02,08/12/2014
044656460,TP02,08/12/2014
044656463,TP02,08/12/2014
044656464,TP02,08/12/2014
044656465,TP02,08/12/2014
044656467,TP02,08/12/2014
044656470,TP02,08/12/2014
044656471,TP02,08/12/2014
044656472,TP02,08/12/2014
044656476,TP02,08/12/2014
044656477,TP02,08/12/2014
044656478,TP02,08/12/2014
044656480,TP02,08/12/2014
044656483,TP02,08/12/2014
044656484,TP02,08/12/2014
044656487,TP02,08/12/2014
044656489,TP02,08/12/2014
044656490,TP02,08/12/2014
044656491,TP02,08/12/2014
044656494,TP02,08/12/2014
044656495,TP02,08/12/2014
044656497,TP02,08/12/2014
044656500,TP02,08/12/2014
044656501,TP02,08/12/2014
044656504,TP02,08/12/2014
044656505,TP02,08/12/2014
044656508,TP02,08/12/2014
044656509,TP02,08/12/2014
044656510,TP02,08/12/2014
044656514,TP02,08/12/2014
044656516,TP02,08/12/2014
044656518,TP02,08/12/2014
044656519,TP02,08/12/2014
044656521,TP02,08/12/2014
044656523,TP02,08/12/2014
044656525,TP02,08/12/2014
044656526,TP02,08/12/2014
044656528,TP02,08/12/2014
044656532,TP02,08/12/2014
044656534,TP02,08/12/2014
044656535,TP02,08/12/2014
044656536,TP02,08/12/2014
044656539,TP02,08/12/2014
044656541,TP02,08/12/2014
044656544,TP02,08/12/2014
044656545,TP02,08/12/2014
044656546,TP02,08/12/2014
044656548,TP02,08/12/2014
044656552,TP02,08/12/2014
044656554,TP02,08/12/2014
044656555,TP02,08/12/2014
044656557,TP02,08/12/2014
044656558,TP02,08/12/2014
044656559,TP02,08/12/2014
044656563,TP02,08/12/2014
044656565,TP02,08/12/2014
044708582,TP01,13/01/2015
044708583,TP01,13/01/2015
044708587,TP02,13/01/2015
044708592,TP01,13/01/2015
044708593,TP02,13/01/2015
044708601,TP07,13/01/2015
044708615,TP01,13/01/2015
044708617,TP01,13/01/2015
044708622,TP01,13/01/2015
044708632,TP02,13/01/2015
044708647,TP01,13/01/2015
044708654,TP01,13/01/2015
044708665,TP07,13/01/2015
044708682,TP02,13/01/2015
044708689,TP01,13/01/2015
044708690,TP01,13/01/2015
044708693,TP01,13/01/2015
044708698,TP02,13/01/2015
044708706,TP01,13/01/2015
044708716,TP02,13/01/2015
044708729,TP01,13/01/2015
044708738,TP01,13/01/2015
044708754,TP07,13/01/2015
044708774,TP01,13/01/2015
044708775,TP01,13/01/2015
044708776,TP01,13/01/2015
044708790,TP02,13/01/2015
044708797,TP01,13/01/2015
044708818,TP01,13/01/2015
044708821,TP01,13/01/2015
044708841,TP07,13/01/2015
044708842,TP02,13/01/2015
044708858,TP02,13/01/2015
044708859,TP01,13/01/2015
044708862,TP01,13/01/2015
044708867,TP01,13/01/2015
044708876,TP02,13/01/2015
044708886,TP01,13/01/2015
044708908,TP01,13/01/2015
044708910,TP01,13/01/2015
044708924,TP07,13/01/2015
044708949,TP01,13/01/2015
044708951,TP01,13/01/2015
044708953,TP01,13/01/2015
044708956,TP02,13/01/2015
044708971,TP01,13/01/2015
044708995,TP01,13/01/2015
044709001,TP02,13/01/2015
044709006,TP01,13/01/2015
044709014,TP07,13/01/2015
044709024,TP02,13/01/2015
044709034,TP02,13/01/2015
044709037,TP01,13/01/2015
044709040,TP01,13/01/2015
044709042,TP01,13/01/2015
044709063,TP01,13/01/2015
044709081,TP01,13/01/2015
044709092,TP01,13/01/2015
044709103,TP07,13/01/2015
044709123,TP02,13/01/2015
044709126,TP01,13/01/2015
044709129,TP01,13/01/2015
044709130,TP01,13/01/2015
044709147,TP01,13/01/2015
044709159,TP02,13/01/2015
044709166,TP01,13/01/2015
044709183,TP02,13/01/2015
044709186,TP01,13/01/2015
044709191,TP07,13/01/2015
044709200,TP02,13/01/2015
044709210,TP01,13/01/2015
044709213,TP01,13/01/2015
044709216,TP01,13/01/2015
044709234,TP01,13/01/2015
044709261,TP01,13/01/2015
044709269,TP01,13/01/2015
044709278,TP07,13/01/2015
044709285,TP02,13/01/2015
044709302,TP01,13/01/2015
044709307,TP01,13/01/2015
044709309,TP01,13/01/2015
044709322,TP02,13/01/2015
044709324,TP01,13/01/2015
044709330,TP02,13/01/2015
044709342,TP02,13/01/2015
044709347,TP01,13/01/2015
044709359,TP01,13/01/2015
044709365,TP07,13/01/2015
044709387,TP01,13/01/2015
044709396,TP01,13/01/2015
044709399,TP01,13/01/2015
044709412,TP01,13/01/2015
044709418,TP02,13/01/2015
044709433,TP01,13/01/2015
044709454,TP01,13/01/2015
044709457,TP07,13/01/2015
044709472,TP01,13/01/2015
044709481,TP01,13/01/2015
044709483,TP01,13/01/2015
044709486,TP02,13/01/2015
044709503,TP01,13/01/2015
044709506,TP02,13/01/2015
044709512,TP02,13/01/2015
044709520,TP01,13/01/2015
044709539,TP01,13/01/2015
044709540,TP07,13/01/2015
044709560,TP01,13/01/2015
044709563,TP01,13/01/2015
044709564,TP01,13/01/2015
044709581,TP01,13/01/2015
044709584,TP02,13/01/2015
044709600,TP01,13/01/2015
044709621,TP07,13/01/2015
044709624,TP01,13/01/2015
044709636,TP02,13/01/2015
044709641,TP01,13/01/2015
044709645,TP02,13/01/2015
044709647,TP01,13/01/2015
044709648,TP01,13/01/2015
044709654,TP02,13/01/2015
044709663,TP01,13/01/2015
044709686,TP01,13/01/2015
044709712,TP07,13/01/2015
044709715,TP01,13/01/2015
044709732,TP01,13/01/2015
044709735,TP01,13/01/2015
044709737,TP01,13/01/2015
044709754,TP01,13/01/2015
044709774,TP01,13/01/2015
044709790,TP07,13/01/2015
044709794,TP01,13/01/2015
044709797,TP02,13/01/2015
044709811,TP02,13/01/2015
044709814,TP01,13/01/2015
044709816,TP01,13/01/2015
044709830,TP01,13/01/2015
044709850,TP01,13/01/2015
044709871,TP07,13/01/2015
044709875,TP01,13/01/2015
044709888,TP01,13/01/2015
044709891,TP01,13/01/2015
044709899,TP01,13/01/2015
044709914,TP01,13/01/2015
044709919,TP02,13/01/2015
044709926,TP07,13/01/2015
044709928,TP01,13/01/2015
044709932,TP02,13/01/2015
044709939,TP01,13/01/2015
044709943,TP01,13/01/2015
044709950,TP01,13/01/2015
044709975,TP07,13/01/2015
044709977,TP01,13/01/2015
044709985,TP01,13/01/2015
044709987,TP01,13/01/2015
044710002,TP02,13/01/2015
044710008,TP01,13/01/2015
044710014,TP07,13/01/2015
